06.07.2004;1.2285;1.233;1.2265;1.2307
07.07.2004;1.2307;1.2389;1.2275;1.2376
08.07.2004;1.2376;1.2407;1.2341;1.2395
09.07.2004;1.2395;1.2424;1.2372;1.2415
12.07.2004;1.2428;1.2437;1.2384;1.241
13.07.2004;1.2412;1.2415;1.2301;1.2317
14.07.2004;1.2317;1.2422;1.2307;1.2396
15.07.2004;1.2397;1.2404;1.233;1.2352
16.07.2004;1.2352;1.2461;1.2329;1.2452
19.07.2004;1.2453;1.2461;1.24;1.2426
20.07.2004;1.2426;1.2456;1.2353;1.2379
21.07.2004;1.2379;1.2384;1.2212;1.2232
22.07.2004;1.2232;1.2293;1.2225;1.2268
23.07.2004;1.2268;1.2275;1.2093;1.2093
26.07.2004;1.2093;1.2172;1.209;1.215
27.07.2004;1.215;1.219;1.2036;1.2071
28.07.2004;1.2071;1.2079;1.2;1.2057
29.07.2004;1.2057;1.2097;1.1992;1.2048
30.07.2004;1.2048;1.2121;1.2004;1.2019
02.08.2004;1.2014;1.2093;1.2014;1.2039
03.08.2004;1.2039;1.2077;1.1994;1.2057
04.08.2004;1.2057;1.2069;1.197;1.2046
05.08.2004;1.2047;1.2073;1.2021;1.2059
06.08.2004;1.2059;1.2279;1.2044;1.2279
09.08.2004;1.227;1.229;1.2246;1.226
10.08.2004;1.2261;1.2319;1.226;1.2297
11.08.2004;1.2297;1.231;1.2196;1.222
12.08.2004;1.2221;1.2301;1.2209;1.224
13.08.2004;1.224;1.2374;1.2176;1.2374
16.08.2004;1.2373;1.2384;1.2317;1.2345
17.08.2004;1.2346;1.2389;1.231;1.2339
18.08.2004;1.234;1.2366;1.2285;1.2324
19.08.2004;1.2324;1.2379;1.2318;1.2354
20.08.2004;1.2354;1.2381;1.2279;1.2321
23.08.2004;1.2322;1.2323;1.2179;1.2184
24.08.2004;1.2185;1.2196;1.2069;1.2073
25.08.2004;1.2073;1.2116;1.2053;1.2085
26.08.2004;1.2085;1.2122;1.2043;1.2091
27.08.2004;1.2092;1.2136;1.2008;1.2011
30.08.2004;1.2021;1.207;1.1989;1.2063
31.08.2004;1.2063;1.2194;1.2044;1.2185
01.09.2004;1.2185;1.2199;1.2147;1.2192
02.09.2004;1.2192;1.222;1.2148;1.2157
03.09.2004;1.2157;1.2196;1.2042;1.2058
06.09.2004;1.2044;1.208;1.2044;1.2068
07.09.2004;1.2067;1.211;1.2055;1.209
08.09.2004;1.209;1.2182;1.2027;1.2175
09.09.2004;1.2175;1.2208;1.216;1.2189
10.09.2004;1.2189;1.2311;1.2175;1.2262
13.09.2004;1.2262;1.2288;1.2223;1.2261
14.09.2004;1.2261;1.2297;1.2226;1.2268
15.09.2004;1.2268;1.2272;1.2135;1.2146
16.09.2004;1.2147;1.2196;1.2121;1.2169
17.09.2004;1.2169;1.2224;1.2158;1.2187
20.09.2004;1.2186;1.2187;1.2126;1.2165
21.09.2004;1.2166;1.2281;1.2156;1.2271
22.09.2004;1.2271;1.2347;1.2225;1.2249
23.09.2004;1.2249;1.2335;1.2244;1.2321
24.09.2004;1.2321;1.2363;1.2238;1.2276
27.09.2004;1.2272;1.2315;1.225;1.2302
28.09.2004;1.2302;1.2348;1.2281;1.2318
29.09.2004;1.2318;1.2343;1.2289;1.2327
30.09.2004;1.2327;1.2436;1.2315;1.2428
01.10.2004;1.2429;1.2443;1.2386;1.2417
04.10.2004;1.2408;1.2408;1.2258;1.2277
05.10.2004;1.2277;1.2324;1.2264;1.232
06.10.2004;1.232;1.233;1.2248;1.2288
07.10.2004;1.2288;1.2316;1.2265;1.2295
08.10.2004;1.2295;1.2434;1.2283;1.2409
11.10.2004;1.2412;1.2423;1.2376;1.2379
12.10.2004;1.2379;1.2391;1.2289;1.2315
13.10.2004;1.2315;1.2339;1.2225;1.2272
14.10.2004;1.2272;1.2421;1.2268;1.2385
15.10.2004;1.2386;1.2508;1.2368;1.2469
18.10.2004;1.2477;1.2534;1.2463;1.2496
19.10.2004;1.2496;1.2528;1.2454;1.2516
20.10.2004;1.2517;1.2629;1.25;1.2601
21.10.2004;1.2601;1.2652;1.2573;1.2629
22.10.2004;1.263;1.266;1.2599;1.2683
25.10.2004;1.268;1.283;1.2679;1.2813
26.10.2004;1.2813;1.2842;1.2726;1.2739
27.10.2004;1.2739;1.2814;1.2702;1.2719
28.10.2004;1.2719;1.2767;1.2632;1.2746
29.10.2004;1.2746;1.2798;1.2707;1.2798
01.11.2004;1.2796;1.2832;1.2718;1.2748
02.11.2004;1.2747;1.2756;1.268;1.2701
03.11.2004;1.2701;1.2811;1.2657;1.2784
04.11.2004;1.2785;1.2898;1.2782;1.2875
05.11.2004;1.2875;1.2964;1.2762;1.2964
08.11.2004;1.2971;1.2987;1.2907;1.2925
09.11.2004;1.2925;1.294;1.2883;1.2912
10.11.2004;1.2912;1.3006;1.285;1.288
11.11.2004;1.2881;1.2914;1.2859;1.2909
12.11.2004;1.2909;1.298;1.2876;1.2974
15.11.2004;1.2979;1.2999;1.2918;1.292
16.11.2004;1.2921;1.2996;1.2918;1.2979
17.11.2004;1.2979;1.3048;1.2952;1.3026
18.11.2004;1.3027;1.3075;1.2942;1.2961
19.11.2004;1.2961;1.3069;1.294;1.3023
22.11.2004;1.3051;1.3053;1.3013;1.3043
23.11.2004;1.3042;1.3106;1.2977;1.3097
24.11.2004;1.3098;1.3178;1.3074;1.3168
25.11.2004;1.3168;1.3249;1.3164;1.3246
26.11.2004;1.3246;1.333;1.3185;1.3297
29.11.2004;1.3278;1.3304;1.3229;1.3297
30.11.2004;1.3297;1.3336;1.3233;1.3278
01.12.2004;1.3278;1.3337;1.3273;1.3314
02.12.2004;1.3314;1.3385;1.3239;1.3268
03.12.2004;1.3269;1.3454;1.3256;1.3454
06.12.2004;1.3448;1.3456;1.3416;1.3443
07.12.2004;1.3444;1.3469;1.3391;1.3425
08.12.2004;1.3425;1.3438;1.3192;1.3319
09.12.2004;1.332;1.3364;1.3252;1.3273
10.12.2004;1.3272;1.3347;1.3141;1.3226
13.12.2004;1.3223;1.3316;1.319;1.3306
14.12.2004;1.3305;1.3335;1.3261;1.3284
15.12.2004;1.3285;1.3443;1.3262;1.3414
16.12.2004;1.3414;1.3429;1.3247;1.3261
17.12.2004;1.3262;1.3317;1.3204;1.3307
20.12.2004;1.3325;1.3409;1.3299;1.3388
21.12.2004;1.3388;1.3409;1.3353;1.3374
22.12.2004;1.3373;1.3406;1.3344;1.3387
23.12.2004;1.3387;1.3507;1.338;1.3485
24.12.2004;1.3485;1.3549;1.3484;1.3531
27.12.2004;1.3524;1.364;1.3516;1.3634
28.12.2004;1.3634;1.3644;1.359;1.3621
29.12.2004;1.3621;1.3648;1.3557;1.3575
30.12.2004;1.3575;1.3639;1.357;1.3637
31.12.2004;1.3637;1.3666;1.3515;1.3554
03.01.2005;1.3567;1.3582;1.3386;1.348
04.01.2005;1.3479;1.3497;1.3279;1.3303
05.01.2005;1.3303;1.3313;1.3214;1.3282
06.01.2005;1.3282;1.3289;1.3156;1.3182
07.01.2005;1.3182;1.325;1.3027;1.3054
10.01.2005;1.3052;1.3124;1.3049;1.309
11.01.2005;1.309;1.3172;1.3068;1.3136
12.01.2005;1.3136;1.3293;1.3084;1.3275
13.01.2005;1.3275;1.3287;1.3193;1.3216
14.01.2005;1.3216;1.3226;1.3058;1.3112
17.01.2005;1.3098;1.3128;1.3065;1.3079
18.01.2005;1.3079;1.3081;1.2996;1.3037
19.01.2005;1.3037;1.3119;1.3;1.3011
20.01.2005;1.3011;1.3024;1.2922;1.2948
21.01.2005;1.2949;1.3068;1.2934;1.3039
24.01.2005;1.3046;1.31;1.3029;1.3045
25.01.2005;1.3045;1.3076;1.2946;1.2965
26.01.2005;1.2965;1.3109;1.2956;1.3098
27.01.2005;1.3098;1.3125;1.3011;1.3032
28.01.2005;1.3032;1.3081;1.2986;1.3038
31.01.2005;1.3034;1.3059;1.2976;1.3046
01.02.2005;1.3046;1.3067;1.3001;1.3034
02.02.2005;1.3034;1.3094;1.301;1.3022
03.02.2005;1.3022;1.3049;1.2941;1.2964
04.02.2005;1.2964;1.3045;1.2869;1.2869
07.02.2005;1.287;1.2874;1.2733;1.2759
08.02.2005;1.2759;1.2798;1.2734;1.2787
09.02.2005;1.2787;1.2815;1.274;1.2788
10.02.2005;1.2789;1.2907;1.274;1.2905
11.02.2005;1.2904;1.2905;1.2846;1.2866
14.02.2005;1.2866;1.299;1.2866;1.2976
15.02.2005;1.2976;1.3053;1.2955;1.3024
16.02.2005;1.3025;1.3065;1.296;1.302
17.02.2005;1.302;1.309;1.3016;1.3084
18.02.2005;1.3084;1.3089;1.3014;1.3072
21.02.2005;1.3068;1.308;1.3032;1.3071
22.02.2005;1.3071;1.3244;1.3055;1.3234
23.02.2005;1.3234;1.3274;1.3186;1.3207
24.02.2005;1.3208;1.327;1.3177;1.3214
25.02.2005;1.3214;1.3245;1.3146;1.3245
28.02.2005;1.3247;1.328;1.3233;1.3254
01.03.2005;1.3254;1.3263;1.3169;1.3174
02.03.2005;1.3175;1.319;1.3089;1.3125
03.03.2005;1.3126;1.3165;1.3114;1.3125
04.03.2005;1.3125;1.3255;1.3088;1.3237
07.03.2005;1.3232;1.3248;1.3179;1.3215
08.03.2005;1.3215;1.3363;1.32;1.3331
09.03.2005;1.3331;1.3421;1.333;1.3408
10.03.2005;1.3408;1.3456;1.3371;1.3417
11.03.2005;1.3417;1.3481;1.3392;1.3458
14.03.2005;1.3462;1.3478;1.3336;1.3353
15.03.2005;1.3353;1.3411;1.3297;1.3317
16.03.2005;1.3317;1.344;1.3292;1.3412
17.03.2005;1.3412;1.3425;1.3343;1.336
18.03.2005;1.3359;1.3386;1.3266;1.3326
21.03.2005;1.3321;1.3321;1.3141;1.3158
22.03.2005;1.3158;1.3219;1.3149;1.3196
23.03.2005;1.3196;1.3209;1.2967;1.2992
24.03.2005;1.2993;1.3033;1.2946;1.2954
25.03.2005;1.2954;1.2971;1.2929;1.2959
28.03.2005;1.295;1.2965;1.2857;1.2884
29.03.2005;1.2884;1.2956;1.287;1.2914
30.03.2005;1.2914;1.2984;1.2913;1.2964
31.03.2005;1.2965;1.3019;1.2912;1.2968
01.04.2005;1.2968;1.3056;1.2871;1.2914
04.04.2005;1.29;1.2909;1.2819;1.2841
05.04.2005;1.2841;1.2867;1.2801;1.2849
06.04.2005;1.2849;1.2911;1.284;1.2887
07.04.2005;1.2887;1.2941;1.2863;1.2904
08.04.2005;1.2904;1.2932;1.2809;1.2932
11.04.2005;1.2921;1.3003;1.2908;1.2995
12.04.2005;1.2995;1.3014;1.2864;1.2883
13.04.2005;1.2883;1.2955;1.2851;1.2904
14.04.2005;1.2904;1.2922;1.2768;1.2815
15.04.2005;1.2816;1.294;1.278;1.2924
18.04.2005;1.293;1.3045;1.2877;1.3033
19.04.2005;1.3033;1.3053;1.2983;1.3026
20.04.2005;1.3026;1.3101;1.2992;1.3087
21.04.2005;1.3086;1.3124;1.3026;1.304
22.04.2005;1.3041;1.3093;1.3022;1.3065
25.04.2005;1.3082;1.3082;1.2955;1.2978
26.04.2005;1.2979;1.3015;1.2946;1.2961
27.04.2005;1.296;1.2994;1.2906;1.2936
28.04.2005;1.2937;1.2948;1.2883;1.2896
29.04.2005;1.2896;1.298;1.2873;1.2873
02.05.2005;1.288;1.288;1.2837;1.2845
03.05.2005;1.2845;1.2901;1.283;1.2891
04.05.2005;1.2891;1.2974;1.2853;1.2937
05.05.2005;1.2937;1.299;1.2926;1.2954
06.05.2005;1.2953;1.2968;1.2811;1.2819
09.05.2005;1.2839;1.2846;1.279;1.2832
10.05.2005;1.2831;1.2891;1.2816;1.2876
11.05.2005;1.2877;1.2913;1.2778;1.281
12.05.2005;1.2811;1.2816;1.2693;1.2704
13.05.2005;1.2704;1.2715;1.2617;1.2633
16.05.2005;1.261;1.2648;1.2582;1.2636
17.05.2005;1.2637;1.2663;1.2606;1.2645
18.05.2005;1.2645;1.2676;1.2586;1.2671
19.05.2005;1.2672;1.2691;1.2605;1.263
20.05.2005;1.263;1.2655;1.2537;1.2559
23.05.2005;1.2554;1.2598;1.2536;1.2563
24.05.2005;1.2562;1.2629;1.2557;1.2578
25.05.2005;1.2578;1.2619;1.2552;1.2606
26.05.2005;1.2605;1.2614;1.2506;1.2519
27.05.2005;1.2519;1.2589;1.2496;1.2586
30.05.2005;1.2535;1.2582;1.2466;1.2469
31.05.2005;1.2468;1.2487;1.2312;1.2338
01.06.2005;1.2339;1.2341;1.2218;1.2228
02.06.2005;1.2228;1.2296;1.216;1.2279
03.06.2005;1.2279;1.2343;1.2208;1.2236
06.06.2005;1.2226;1.2295;1.2211;1.2275
07.06.2005;1.2275;1.2315;1.224;1.2269
08.06.2005;1.2269;1.2353;1.2268;1.2284
09.06.2005;1.2284;1.2286;1.2177;1.2237
10.06.2005;1.2238;1.2249;1.211;1.2119
13.06.2005;1.2123;1.2123;1.2029;1.2068
14.06.2005;1.2068;1.2152;1.2023;1.2042
15.06.2005;1.2042;1.2117;1.2018;1.2102
